"V1";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63";"V64";"V65";"V66";"V67";"V68";"V69";"V70";"V71";"V72";"V73";"V74";"V75";"V76";"V77";"V78";"V79";"V80";"V81";"V82";"V83";"V84";"V85";"V86";"V87";"V88";"V89";"V90";"V91";"V92";"V93";"V94";"V95";"V96";"V97";"V98";"V99";"V100";"V101";"V102";"V103";"V104";"V105";"V106";"V107";"V108";"V109";"V110";"V111";"V112";"V113";"V114";"V115";"V116";"V117";"V118";"V119";"V120";"V121";"V122";"V123";"V124";"V125";"V126";"V127";"V128";"V129";"V130";"V131";"V132";"V133";"V134";"V135";"V136";"V137";"V138";"V139";"V140";"V141";"V142";"V143";"V144";"V145";"V146";"V147";"V148";"V149";"V150";"V151";"V152";"V153";"V154";"V155";"V156";"V157";"V158";"V159";"V160";"V161";"V162";"V163";"V164";"V165";"V166";"V167";"V168";"V169";"V170";"V171";"V172";"V173";"V174";"V175";"V176";"V177";"V178";"V179";"V180";"V181";"V182";"V183";"V184";"V185";"V186";"V187";"V188";"V189";"V190";"V191";"V192";"V193";"V194";"V195";"V196";"V197";"V198";"V199";"V200";"V201";"V202";"V203";"V204";"V205";"V206";"V207";"V208";"V209";"V210";"V211";"V212";"V213";"V214";"V215";"V216";"V217";"V218";"V219";"V220";"V221";"V222";"V223";"V224";"V225";"V226";"V227";"V228";"V229";"V230";"V231";"V232";"V233";"V234";"V235";"V236";"V237";"V238";"V239";"V240";"V241";"V242";"V243";"V244";"V245";"V246";"V247";"V248";"V249";"V250";"V251";"V252";"V253";"V254";"V255";"V256";"V257";"V258";"V259";"V260";"V261";"V262";"V263";"V264";"V265";"V266";"V267";"V268";"V269";"V270";"V271";"V272";"V273";"V274";"V275";"V276";"V277";"V278";"V279";"V280";"V281";"V282";"V283";"V284";"V285";"V286";"V287";"V288";"V289";"V290";"V291";"V292";"V293";"V294";"V295";"V296";"V297";"V298";"V299";"V300";"V301";"V302";"V303";"V304";"V305";"V306";"V307";"V308";"V309";"V310";"V311";"V312";"V313";"V314";"V315";"V316"
12516;2002;2;16;1;2610;188;557;990;;;2;0;1;1;1;0;0;2;90;;;;;0;90;;8;90;90;8;4;4;18;2;5;5;18;9;9;18;18;3;18;2;18;2;;;18;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;4;4;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;8;8;4;1;1;1;1;1;1;1;5;5;5;5;1;5;4;4;1;1;1;4;3;3;4;3;3;3;3;3;3;3;3;3;3;1;1;5;3;2;1;1;1;1;5;1;3;3;3;3;1;1;4;4;4;4;4;4;1;1;1;1;3;2;5;1;2;4;4;4;4;4;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;;2;;2;2;2;2;2;2;1;1;1;1;2;2;2;2;3;1;1;11;;3;1;10;;1;1;2;80;2;6;17;3;6;0;1;1;0;2610;3;4;6;1;3000;3000;1;1;1;;91323;8010;8010;;;;1;1;21;2;135;8;5;6;9132;;513;2;;;13270;1,327;1;5;1,327
12516;2002;2;22;5;2610;188;570;;;;4;0;1;1;1;0;0;2;6;3;2;6;;;6;3;;6;6;5;0;7;2;9;2;8;0;2;2;5;0;10;4;8;0;2;;;5;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;3;3;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;3;8;8;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;5;5;1;1;2;2;2;5;5;1;1;1;1;1;1;5;1;1;1;2;1;1;1;3;3;2;2;3;3;4;1;1;4;4;4;4;1;1;1;2;4;2;2;2;3;3;3;3;3;3;1;1;2;2;1;5;3;2;6;2;5;4;4;1;2;2;2;2;2;2;2;2;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;;2;;2;1;1;1;1;1;1;5;1;5;2;2;2;1;4;1;1;3;2;3;1;10;;1;1;1;33;2;2;6;3;2;1;0;0;0;2610;3;3;2;1;120;120;10;;;;;;;;;;;1;68;6;;;;1;;;530;;;;6415;0,6415;1,10529;5;0,736641
12516;2002;2;16;5;2610;188;720;220;;;2;1;0;0;0;0;0;3;1;3;2;50;;;90;;8;90;1;8;18;18;18;18;18;18;18;3;2;2;2;9;3;3;3;2;;;18;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;8;8;8;8;8;2;4;3;3;3;3;3;3;3;3;3;3;3;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;2;8;8;8;8;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;2;2;1;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;;2;;2;2;3;3;2;2;2;;2;;2;2;2;2;2;1;1;6;;1;1;10;;1;1;2;25;5;2;2;1;1;1;0;0;0;2610;3;1;6;4;;;10;;;;;;;;;;;1;76;7;;;;;;;620;211;;;13011;1,3011;1,05558;5;1,366545
12516;2002;2;17;2;2665;250;1020;870;10;;3;0;1;1;1;0;0;1;8;3;2;2;3;;1;1;1;8;3;5;5;4;3;3;2;7;3;4;5;3;5;3;4;6;3;1;7;2;;3;2;2;3;1;2;1;2;2;3;3;2;3;3;3;1;2;1;2;2;2;2;2;2;2;3;3;4;2;2;4;2;4;3;1;4;2;3;2;2;2;1;2;2;2;2;3;1;2;3;3;2;1;3;3;2;2;3;4;2;2;2;1;2;3;1;4;3;4;3;3;2;3;4;2;3;4;2;3;3;4;2;1;2;3;5;5;3;2;4;4;1;4;4;2;4;3;3;2;2;2;2;2;2;3;4;4;2;5;1;2;5;5;2;2;1;2;2;2;2;2;1;3;1;1;2;1;1;2;2;1;1;1;2;7;4;4;6;2;9;6;7;1;4;3;2;5;1;3;2;5;2;4;3;2;5;2;3;2;5;2;4;4;2;5;2;3;2;5;4;3;3;2;4;1;3;2;5;3;4;4;4;3;2;3;4;1;4;1;2;2;;1;2;3;2;1;2;1;7;1;7;1;2;1;1;3;2;1;4;2;2;1;10;;2;1;1;67;2;10;14;3;2;1;0;0;0;2665;5;4;5;1;2231;2231;5;2;1;;1102;7520;7520;;;;8;1;34;3;135;3;2;4;110;;670;714;1;;8769;0,8769;0,9075;5;0,787842
12516;2002;2;19;2;2665;250;530;400;381;760;3;0;1;1;1;0;0;2;3;3;3;81;;;3;1;;3;3;5;3;8;4;2;2;6;1;3;3;5;6;2;4;5;1;2;;;3;3;2;1;2;1;2;2;2;2;1;3;2;2;2;2;2;2;1;3;2;1;2;2;2;2;3;2;4;4;2;3;2;4;3;2;1;2;2;3;2;2;1;2;3;2;2;1;1;1;2;3;3;2;1;2;3;2;4;4;1;2;2;2;2;3;1;5;4;4;4;4;3;4;5;1;2;4;2;4;5;4;2;1;3;4;5;3;3;1;4;4;2;5;4;1;4;2;2;1;4;1;1;2;3;2;2;5;2;4;2;4;3;4;4;2;2;2;2;3;2;2;9;2;2;2;3;2;2;3;2;2;3;3;3;7;4;4;7;2;9;5;8;1;4;4;2;5;1;4;1;5;3;4;3;2;4;4;3;1;5;2;4;4;3;5;2;4;2;5;3;4;5;1;5;1;4;2;5;2;4;4;3;2;1;3;5;1;3;2;;2;;2;2;2;2;2;2;1;3;2;;2;2;2;1;3;1;4;;;;;3;1;3;97;1;70;2;10;14;3;2;0;1;0;0;2665;5;4;4;4;;;4;1;1;;24195;6410;6410;;;;3;1;31;3;132;4;2;;2419;;650;400;480;680;8769;0,8769;1,01177;5;0,870779
12516;2002;2;19;5;2665;250;700;530;;;2;1;0;0;0;0;0;2;5;3;3;2;;;80;8;1;80;5;5;4;1;8;0;0;3;3;3;2;2;6;4;1;6;2;1;4;2;;3;2;1;3;1;3;3;3;3;3;3;8;3;3;3;2;1;2;2;1;2;1;2;1;2;2;3;2;4;4;4;3;3;3;4;2;1;3;3;2;2;2;2;3;2;2;2;2;2;2;2;2;2;1;3;4;2;2;3;1;2;1;2;2;8;3;4;4;4;5;5;4;3;4;4;3;4;3;2;5;4;2;3;2;2;5;4;5;1;3;1;5;2;5;5;5;3;3;5;2;2;1;1;2;4;3;4;4;2;2;2;4;3;4;3;5;2;2;3;4;2;2;2;1;1;2;2;3;4;2;2;2;2;2;2;6;6;7;3;9;18;8;1;4;5;2;5;1;3;2;5;3;4;3;2;4;2;3;3;5;3;4;4;2;5;3;3;1;5;4;3;3;2;3;1;3;1;3;3;4;4;5;3;2;3;5;1;2;2;;2;;2;2;2;3;2;2;2;;2;;2;2;2;2;3;1;3;3;2;3;3;;;;;1;42;2;13;14;3;2;0;0;1;0;2665;5;4;5;1;2130;2130;5;2;1;;22212;8511;8511;;;;5;1;59;5;132;3;2;4;2221;;600;650;;;6415;0,6415;1,00213;5;0,654792
12516;2002;2;14;2;2665;250;530;572;;;3;0;1;1;0;0;0;2;8;3;2;65;;;3;2;2;8;8;2;4;5;1;5;18;8;0;2;4;6;2;6;18;7;0;2;;;7;3;2;1;1;1;2;3;2;2;1;2;2;2;2;2;1;2;1;1;2;1;1;1;4;4;2;3;4;5;1;4;2;5;4;1;4;2;3;2;3;2;1;2;3;2;2;1;1;2;2;3;2;2;1;3;2;2;4;3;2;2;2;2;2;3;2;3;5;5;2;3;3;2;3;1;2;5;2;2;4;3;2;2;3;3;4;4;2;3;2;5;4;2;4;2;3;2;4;2;4;1;8;4;4;2;1;5;5;3;2;3;3;4;4;2;2;3;3;2;2;1;1;2;1;1;2;1;1;2;2;2;3;3;3;7;4;4;6;1;9;6;7;0;4;4;2;5;1;3;2;5;3;4;4;2;5;2;3;2;5;3;5;4;3;5;2;3;2;5;2;4;4;2;5;1;3;1;5;2;2;2;4;1;1;3;5;1;4;2;;2;;2;1;2;2;1;2;1;7;1;7;2;2;2;1;3;1;1;4;1;3;2;1;2;3;1;2;64;3;7;14;3;2;1;0;0;0;2665;5;4;2;1;270;270;4;2;1;;51325;8530;8530;;;;8;1;37;3;133;5;3;1;5132;;650;550;;;9234;0,9234;0,9075;5;0,829619
12516;2002;3;10;3;2625;250;571;440;530;461;3;0;1;1;1;0;0;2;8;2;3;2;;;8;3;;8;8;2;3;3;5;5;6;8;0;1;2;4;5;4;6;9;0;1;7;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;4;3;4;4;4;4;4;4;4;4;4;4;4;1;2;8;3;3;1;2;2;2;1;1;1;1;1;1;8;8;8;1;4;3;3;3;3;1;1;1;1;2;3;1;5;4;3;3;4;4;2;1;1;1;5;1;1;5;5;2;5;5;5;5;4;4;4;4;2;2;2;2;2;1;1;4;2;4;1;1;3;3;3;3;3;3;5;2;2;5;5;5;5;5;5;5;3;5;2;2;2;4;1;1;3;3;3;3;2;1;1;1;6;4;4;7;3;6;5;6;1;4;5;4;5;1;3;2;5;1;4;4;3;5;2;3;3;5;2;4;4;3;5;3;2;3;5;3;3;4;2;4;1;3;1;5;1;5;4;4;3;2;3;5;8;1;1;2;2;;2;3;2;2;1;2;1;7;1;7;2;2;2;1;3;1;1;5;;1;97;6;;1;24;1;55;2;16;17;3;2;0;0;1;1;2625;3;4;3;1;4010;4010;8;3;3;;24110;6520;6520;;;;8;1;46;4;132;3;2;7;2411;;540;430;650;420;7738;0,7738;0,9075;5;0,695213
12516;2002;3;10;5;2665;250;571;530;;;3;0;1;1;0;0;0;2;6;3;1;67;;;3;1;1;3;1;6;2;6;2;8;5;6;1;6;2;4;4;8;5;8;1;2;;;18;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;1;1;2;3;1;4;3;2;4;4;4;4;2;4;4;4;4;1;2;2;3;2;3;2;3;3;3;3;3;2;2;1;2;3;2;2;1;4;3;3;4;4;2;2;2;2;2;3;1;4;4;3;3;1;2;5;4;1;2;3;3;2;3;3;4;1;3;3;5;5;1;5;1;1;3;3;2;4;1;3;3;3;5;1;1;3;5;3;3;1;1;1;2;3;2;2;2;3;3;3;3;3;2;2;2;2;3;3;3;4;4;4;2;2;2;2;2;8;6;6;6;3;3;3;5;2;8;8;8;8;8;8;8;8;8;4;4;3;3;3;3;3;3;3;4;4;4;4;4;4;3;5;4;2;2;2;2;2;2;2;2;2;5;5;5;1;1;1;3;1;3;2;;2;;2;2;3;3;2;2;1;5;1;5;2;2;2;2;1;1;1;2;1;1;1;10;;1;1;2;38;2;7;10;3;2;1;0;0;0;2665;3;2;2;1;180;180;10;;;;;;;;;;;1;63;6;;;;1;;;540;650;;;8139;0,8139;1,10529;5;0,93461
12516;2002;2;18;4;2950;10;461;992;;;4;0;0;0;1;0;0;1;81;;;;;;81;2;1;81;81;4;5;4;4;3;3;4;0;8;7;4;6;3;3;5;6;2;;;18;3;3;3;1;1;3;3;3;1;3;3;3;3;1;3;1;2;1;1;2;1;2;3;2;2;2;2;3;2;2;2;3;3;2;3;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;3;2;2;8;1;1;2;2;2;1;1;5;1;2;5;5;5;4;5;3;4;1;1;4;5;1;4;2;4;5;5;5;5;1;5;5;2;4;5;1;5;3;2;2;2;4;8;4;4;2;3;5;2;5;1;3;5;5;5;1;1;1;4;2;2;1;1;3;2;1;2;2;1;2;2;1;1;1;2;5;4;4;5;3;7;5;5;2;3;3;2;4;1;3;2;4;2;3;3;2;4;2;3;2;5;3;4;4;3;4;3;1;2;5;4;3;4;2;5;1;3;2;5;4;5;4;4;3;2;3;4;1;5;2;;2;;2;1;2;2;2;1;2;;2;;2;2;2;1;4;1;1;4;1;4;97;3;1;3;97;1;51;2;16;16;1;3;0;0;1;0;2950;1;4;5;1;2170;2170;5;2;2;0;24192;7510;7510;;;;16;1;50;5;132;3;2;4;2419;;420;282;;;10297;1,0297;1;3;1,0297
12516;2002;2;18;4;2950;10;10;;;;2;0;0;0;1;0;0;2;1;2;3;2;2;;11;1;1;1;1;7;7;5;4;1;4;3;3;6;7;4;4;3;5;6;5;2;;;18;2;1;1;8;1;3;3;2;1;3;3;3;1;3;2;2;2;3;2;2;2;2;2;2;1;2;2;3;3;2;2;3;3;2;4;2;1;2;3;2;2;2;2;2;2;2;2;2;2;1;3;3;1;1;2;3;1;2;3;2;2;1;1;1;1;3;4;2;4;4;4;4;3;5;2;4;4;2;4;4;4;3;2;2;4;4;3;2;2;3;2;4;1;5;3;5;3;1;1;1;4;1;4;4;2;2;5;4;5;1;4;5;5;2;2;1;1;4;2;2;1;1;3;4;1;1;2;1;2;3;1;1;1;1;4;3;5;8;3;2;2;9;1;3;4;2;4;1;3;1;4;2;4;3;2;5;3;3;1;5;4;2;4;2;4;2;3;1;5;4;3;4;2;5;1;4;1;5;4;4;4;4;2;2;3;4;1;4;2;;2;;1;1;2;2;1;1;2;;1;28;1;1;1;1;4;1;1;6;;3;3;1;1;4;3;1;48;2;16;17;3;2;1;0;0;0;2950;1;4;5;1;2130;2130;8;1;3;;22212;8512;8512;;;;15;1;53;5;132;3;2;4;2221;;1;;;;10297;1,0297;1,05558;3;1,081494
12516;2002;2;19;3;3460;10;910;1031;;;2;0;0;0;1;0;0;1;2;2;2;66;;;11;1;1;11;2;5;10;6;5;0;4;5;2;5;7;5;8;0;6;3;2;2;;;2;2;3;1;3;1;2;1;8;1;1;3;8;1;1;3;2;1;8;2;2;1;2;5;2;2;2;2;3;2;2;3;3;4;2;4;1;3;2;3;2;1;2;3;2;2;1;2;2;2;2;3;3;2;1;3;3;2;3;8;1;1;1;2;2;8;3;3;4;3;5;5;3;4;4;2;2;2;2;4;3;1;2;2;3;3;5;2;5;1;5;2;1;4;3;3;5;5;4;2;4;3;1;3;2;2;2;5;4;2;3;3;2;3;2;2;4;1;2;2;2;2;1;2;1;3;3;2;2;3;1;2;2;2;3;4;5;5;8;3;10;6;9;1;2;2;1;4;1;2;1;4;8;4;4;3;4;2;3;1;4;3;4;4;2;5;3;3;2;4;8;3;3;2;4;1;2;1;5;3;4;3;4;2;1;2;5;1;4;1;2;2;;2;1;2;2;1;3;1;2;2;;1;1;1;2;3;1;1;4;2;2;97;3;2;3;3;1;54;2;8;13;3;2;0;0;1;0;3460;3;4;2;1;1370;1370;5;2;2;35;51620;7520;7520;;;;2;1;47;4;133;4;3;2;5162;;810;912;;;9705;0,9705;0,9395;3;0,951206
12516;2002;2;19;5;3460;10;800;700;;;2;0;1;0;0;0;0;1;10;3;3;82;1;;11;3;2;12;10;5;2;0;6;0;0;0;9;5;2;0;3;0;7;0;10;1;11;1;;1;1;1;3;1;8;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;3;3;2;2;2;2;3;2;4;4;3;3;2;1;1;3;3;3;2;3;3;2;2;2;1;3;3;8;3;2;2;2;1;3;8;4;3;2;2;2;1;1;2;4;1;1;4;5;5;4;5;5;1;5;1;4;5;1;1;5;5;5;1;2;1;5;1;8;1;4;1;5;5;5;4;5;1;1;5;;2;3;2;4;5;2;4;1;2;5;5;1;5;5;5;1;3;5;2;2;1;1;1;1;2;1;1;2;1;1;1;1;0;4;4;8;3;10;6;8;1;4;4;3;4;1;3;2;4;4;3;3;2;4;1;3;1;5;5;3;3;2;4;1;3;2;5;5;3;4;1;5;1;3;1;5;5;4;4;5;3;1;1;5;1;1;1;1;1;1;1;2;2;2;1;3;1;8;1;8;1;1;1;2;3;1;5;;;;;;;;;1;18;2;2;5;3;2;1;0;0;0;3460;2;3;2;1;120;120;3;1;1;;72121;3510;3510;;;;10;1;83;8;134;7;4;1;7212;;700;600;;;8093;0,8093;0,88424;3;0,696993
12516;2002;2;17;5;3600;52;80;;;;3;0;1;1;0;0;0;1;8;3;1;15;;;8;2;;8;8;3;0;6;1;5;3;9;0;1;1;7;2;6;3;10;0;1;7;1;;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;2;2;8;1;1;2;3;3;4;4;4;4;4;4;4;4;4;4;1;2;2;3;2;8;1;2;8;3;8;8;3;2;2;8;3;2;8;2;2;2;2;3;8;8;8;8;8;8;3;2;2;2;2;2;2;2;2;1;1;8;8;1;1;3;3;3;8;1;8;8;4;1;8;1;8;5;1;5;8;1;1;4;2;2;1;1;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;4;2;1;1;1;3;1;1;3;2;2;2;2;2;2;2;4;7;1;2;6;2;5;3;9;1;2;3;1;4;4;4;1;5;1;2;3;2;3;3;3;1;4;1;4;4;2;4;2;2;3;5;3;4;3;1;5;1;4;1;5;1;4;4;4;4;2;4;5;1;3;2;;2;;2;1;1;1;1;1;1;7;1;7;2;2;1;1;4;5;1;5;;1;7;10;;1;7;2;15;5;2;2;4;1;1;0;0;0;3600;3;1;6;4;;;6;1;6;;;;;41902;9800;9800;8;2;86;8;;;;;;4190;3;;;;16318;1,6318;0,9075;3;1,466074
12516;2002;3;14;2;3600;52;741;720;;;2;0;1;1;1;0;0;3;90;;;;;98;90;;8;90;5;5;1;1;9;1;2;2;6;5;2;2;8;2;5;1;5;2;;;4;3;8;1;3;1;2;3;8;1;1;1;1;1;3;8;2;1;3;1;3;2;1;2;2;3;3;4;3;4;3;3;4;4;3;2;4;2;3;3;3;3;1;3;3;2;2;2;1;1;2;3;3;8;2;3;2;2;3;3;2;2;2;2;2;2;2;3;3;3;4;4;4;4;3;1;1;2;8;2;3;8;2;2;4;3;5;5;3;2;2;4;2;2;4;8;4;3;3;2;2;4;1;3;3;3;2;4;8;3;3;3;2;3;3;4;1;4;3;2;2;1;1;2;2;2;2;2;2;3;2;1;2;1;5;3;5;5;8;2;10;5;9;0;2;2;1;5;1;4;1;5;2;3;3;1;4;3;4;1;5;3;4;4;3;5;8;3;3;5;5;4;4;1;5;1;2;2;4;4;5;5;5;2;1;3;5;2;3;1;2;2;;2;2;1;1;1;1;1;4;1;4;2;2;1;1;3;1;1;6;;1;3;10;;1;3;2;69;2;6;12;3;2;0;1;1;0;3600;3;4;2;1;270;270;4;2;1;;51310;8541;853205;;;;6;1;32;3;133;5;3;1;5131;;631;620;;;11581;1,1581;1;3;1,1581
12516;2002;3;13;4;3600;52;80;;;;4;0;1;1;1;0;0;3;8;3;1;1;3;;3;2;2;3;3;2;2;8;1;3;3;9;0;1;1;7;2;2;1;9;0;2;;;18;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;3;3;4;3;3;4;4;3;3;3;3;3;4;1;2;8;3;3;2;2;2;2;1;1;3;1;1;1;2;2;1;8;2;4;8;8;4;1;1;2;1;2;3;1;5;2;8;3;3;3;1;3;1;2;5;3;3;5;3;3;3;2;5;5;5;3;2;3;5;3;4;4;8;1;3;3;1;4;5;1;3;3;3;3;5;4;4;4;4;4;4;4;8;4;2;8;2;2;1;1;3;2;2;2;2;2;2;3;2;2;1;4;7;2;2;7;1;9;4;8;0;3;3;1;4;1;1;1;5;1;4;4;1;4;1;3;1;5;1;4;3;3;5;2;3;3;5;3;4;4;1;5;1;3;1;5;1;5;5;5;2;1;3;4;1;4;2;;2;;2;2;1;1;1;1;1;7;1;7;2;2;2;1;4;1;1;6;;3;3;10;;3;3;1;44;2;18;18;3;2;1;0;0;0;3600;3;3;2;4;;;8;3;3;;13142;3100;3100;;;;7;1;57;5;131;2;2;;1314;;3;;;;10297;1,0297;0,9075;3;0,925124
12516;2002;2;26;4;3600;52;100;;;;3;0;0;0;1;0;0;1;8;3;2;11;3;;8;3;;8;8;7;3;8;2;5;1;8;0;5;7;5;2;6;2;9;1;1;7;1;;2;2;2;2;2;2;2;2;2;8;2;2;2;3;2;2;2;8;2;2;1;2;2;2;2;2;2;3;4;3;4;8;4;3;4;1;3;2;3;3;8;2;2;3;2;2;3;2;2;2;3;2;2;2;8;3;2;3;3;8;2;2;2;2;3;1;4;3;3;4;3;3;4;1;1;4;3;8;4;4;3;2;4;3;3;8;4;3;1;4;4;1;3;3;3;8;3;3;1;2;1;1;8;4;1;1;4;3;2;3;3;4;5;4;3;1;1;2;1;1;1;1;3;2;2;3;1;1;2;2;1;1;1;1;8;4;18;7;2;10;6;8;0;8;3;1;4;1;8;1;5;2;3;3;1;4;1;8;1;5;3;4;4;3;5;8;8;3;5;3;3;3;1;5;1;8;1;5;1;5;5;5;3;1;3;5;1;5;2;;2;;2;1;2;1;1;1;1;7;1;7;1;2;1;1;8;1;1;2;1;1;4;10;;1;97;2;52;2;18;18;3;2;1;0;0;0;3600;3;3;2;1;180;180;4;2;1;;1102;7520;7520;;;;7;1;49;4;135;3;2;1;110;;100;;;;9915;0,9915;0,9075;3;0,890803
12516;2002;2;19;5;3600;52;100;200;;;3;0;1;1;0;0;0;1;3;2;2;99;11;;1;2;2;8;3;5;3;6;3;3;3;5;0;3;5;5;3;2;3;6;6;2;;;18;3;2;8;2;3;2;3;1;2;2;8;2;8;2;3;1;2;2;2;2;1;2;2;2;2;3;3;3;2;2;8;2;4;3;4;3;2;2;3;2;2;1;8;8;1;8;2;2;2;8;3;2;8;2;3;4;8;8;3;1;2;1;2;2;3;3;5;2;4;4;4;4;4;4;4;2;2;2;3;4;4;1;2;5;3;4;3;2;3;3;4;4;3;5;2;4;2;2;2;2;2;2;1;4;3;2;4;2;4;4;4;2;4;3;2;4;2;3;3;2;2;9;2;2;3;4;2;2;2;2;3;3;2;4;6;4;4;7;3;7;5;8;0;3;3;1;4;1;3;1;4;2;4;4;2;4;3;3;1;4;2;4;4;3;4;4;4;3;3;3;4;4;1;3;1;4;1;3;1;4;4;4;2;1;3;4;1;3;2;;2;;2;2;3;3;1;1;1;3;1;3;2;2;2;1;3;1;1;1;1;1;1;10;;1;1;1;31;2;18;18;4;2;1;0;0;0;3600;3;4;2;1;2010;2010;5;1;1;;12320;3100;3100;;;;3;1;70;7;131;2;2;3;1232;;100;200;;;8093;0,8093;1,01177;3;0,803651
12516;2002;2;13;3;3600;52;10;;;;4;0;1;1;1;0;0;2;8;2;2;19;6;;8;1;;6;6;4;2;2;4;8;7;8;1;2;3;5;4;5;7;5;1;2;;;7;3;2;3;3;3;2;2;2;2;8;2;2;2;2;2;1;2;1;2;2;1;2;3;2;3;3;4;4;4;2;4;3;4;4;2;4;3;2;2;3;2;2;2;3;2;2;3;1;2;2;2;2;2;1;3;4;2;3;4;1;1;1;1;2;3;1;5;3;4;2;3;3;1;1;1;1;4;1;2;5;4;2;1;1;5;5;5;3;2;8;5;1;1;5;5;2;4;4;1;4;1;1;2;2;2;4;4;4;4;2;2;3;5;5;3;4;2;4;2;4;2;9;;3;3;4;2;3;4;1;1;3;1;4;8;4;18;7;5;8;6;9;0;4;4;3;4;1;3;1;5;1;4;4;1;4;3;3;1;5;2;5;4;3;5;4;4;4;5;4;3;3;1;4;1;3;1;5;1;5;5;5;5;2;4;5;2;1;2;;2;;2;3;1;1;2;2;1;7;2;;2;2;2;2;3;3;1;2;1;1;1;10;;1;1;2;55;2;6;16;3;2;0;0;1;1;3600;3;3;1;2;;;4;2;8;;;;;93120;7520;7520;8;1;46;4;;;;;;9312;1;;;;10257;1,0257;0,9075;3;0,92153
12516;2002;3;12;5;3210;68;720;551;;;1;1;0;0;0;0;0;1;6;3;1;67;;;1;2;2;1;1;5;2;1;2;5;2;2;0;7;0;0;0;5;0;0;0;2;;;1;2;3;1;3;3;2;3;1;2;3;3;2;2;2;1;2;2;2;2;2;2;1;1;3;1;8;3;4;4;3;2;3;4;2;1;3;3;3;3;3;3;1;8;3;8;3;8;1;1;8;3;3;8;1;2;8;8;2;8;2;2;2;2;1;3;1;4;1;2;1;4;4;5;1;1;5;5;3;4;5;4;2;1;2;2;5;5;2;2;8;5;5;2;5;5;1;5;4;1;2;1;2;3;8;2;2;5;2;4;2;2;2;4;1;3;3;3;8;3;3;2;1;3;3;2;4;2;2;4;2;1;3;3;1;5;7;10;10;10;7;10;10;0;2;4;1;5;1;4;2;5;1;4;4;2;4;2;4;1;5;4;8;8;8;8;8;8;8;8;8;4;4;1;1;1;3;2;5;1;5;5;5;8;3;3;5;1;4;2;;2;;2;2;2;2;1;3;1;1;2;;1;2;2;3;2;1;1;1;1;1;1;1;1;1;1;1;20;2;2;4;3;2;1;0;0;0;3210;1;2;2;1;180;184;10;;;;;;;;;;;1;81;8;;;;1;;;620;501;;;8093;0,8093;1,10529;3;0,929327
